cellid,Arginase1,Au,CD11b,CD123,CD133,CD14,CD141,CD163,CD20,CD206,CD208,CD209,CD3,CD31,CD38,CD4,CD40,CD45,CD47,CD68,CD8,CD86,Calprotectin,Chym_Tryp,Fe,FoxP3,GFAP,GLUT1,HLA1,HLADR,ICOS,IDO1,Ki67,LAG3,NeuN,Noodle,Nuclear,Olig2,PD1,PDL1,TIM3,TMEM119,Tox,chan_39,chan_48,chan_70,iNOS,area,major_axis_length,minor_axis_length,perimeter,convex_area,equivalent_diameter,centroid.0,centroid.1,fov
566200,0.0233635958882621,5.43840553020609,0.0128562504177628,0.0083650000600369,0.0458111866408675,0.0110482812867438,0.0368600462997396,0.0086537056419982,0.0195306304611473,0.0041128807651268,0.0176633012626293,0.0131598250316351,0.0149830377731539,0.057318339869294,0.0292385672034755,0.0678166430615022,0.017214748318157,0.0212867995289607,0.0012440934969692,0.0013441329851972,4.07175704622123e-06,0.0351518305222523,0.0022510357294633,0.0061210704307403,0.0043455963504725,0.0308160046465411,0.0205375402022375,0.125428154844613,0.0337889042633337,0.0030931043644985,0.0228634505744921,0.0183174780836398,0.0074920070205198,0.0236221730066928,0.0063608531178174,0.017155281428633,0.0154261517113652,0.021107357583536,0.555670770470923,0.0405925866236646,0.116638535870189,0.0165577739177589,0.0131340918382293,33.8374149717134,0.0004784633758766,0.0013275891542434,0.0087330500467846,232,17.6259433568256,16.8464075628501,54.2842712474619,239,17.1869594279662,7.5,136.521551724138,Stanford_TA551_R10C4
566201,0.0167981187923822,2.64217256355024,0.010906041397789,0.017311582666208,0.0482916564590431,0.0070068949883208,0.0299588523218177,0.0089079635311191,0.0294813802911527,0.0248021906254892,0.0198464061712381,0.0142374529029808,0.0213391318522438,0.0545253537822416,0.0207266477312334,0.0227255523795856,0.0220413439416723,0.0172784708131221,0.0022035628222971,0.0006440554750727,0.0017867402507785,0.0471288154813119,0.0092223265365606,0.001131662067379,0.0146036174235193,0.0271758581002776,0.0358991506743005,0.0080974096084463,0.0122507716667309,0.0095239696863522,0.0157042346971972,0.057904871632496,0.0040970068554902,0.0480124881949986,0.007148173453999,0.0138922875800741,0.029281341489941,0.0087965414026962,0.247341634764453,0.0337307327535902,0.0246180245611934,0.0162796504726231,0.0128153061913574,21.7334359460734,0.0006989031335126,0.0012321877708487,0.0126073881368069,729,38.1940444161962,25.7469234912629,106.669047558312,752,30.4662375115788,10.4636488340192,370.843621399177,Stanford_TA551_R10C4
566202,0.0132405670100276,3.48036675854264,0.0054370412173236,0.006205405736823,0.0292876229476597,0.0090283069559741,0.0228874554795971,0.0103006713233318,0.0212740239504137,0.0080454466903379,0.0478796805921689,0.0139405593105379,0.0131201353961983,0.0530664994157512,0.0155845100644034,0.0394387442883649,0.0163043743227177,0.0160504588241561,0.0013027044065764,0.001270021436488,0.0059128696245945,0.0556764315996028,0.0116904310472086,0.0084065316260836,0.0099212780177036,0.0159852798833401,0.0954422633996976,0.01161729013919,0.0069092372141712,0.0059017280492408,0.0140059234316508,0.0486396387209128,0.0095533894756757,0.0373886283463103,0.0031807861494564,0.0114279310279917,0.0307252652177186,0.0023192999186313,0.301947677974762,0.0473042380898026,0.0421748348998034,0.0189147568971528,0.0043064986329403,16.4504508615654,0.0010919627742232,0.0012943350266073,0.0072794780146668,535,26.7268868211048,25.698801577134,85.1126983722081,552,26.0994857503613,11.0560747663551,554.183177570094,Stanford_TA551_R10C4
566203,0.021267273183534,15.798759893559,0.0138493318720073,0.0145331324198821,0.0544246106407611,0.0072289109231826,0.0102454377891642,0.0279067399994751,0.0286214871379706,0.0089022618429554,0.014723382144961,0.0110877993070728,0.0169146587337332,0.0743869244875288,0.0239497366328883,0.0521786773729654,0.0205349825211987,0.0302701161950771,0.0030257004898326,0.0014686174010785,0.0038773269823136,0.0285571732073515,0.0060996523651664,0.001359216691824,0.0027935580395194,0.0362500518940262,0.0055039074994107,0.223613852977647,0.0203154260817077,0.0053748920655969,0.0336423842632208,0.055492969190617,0.0036710229602968,0.0279824859519855,0.0025404404145706,0.0136334188119813,0.0219423094170582,0.012657426808078,0.305787918441377,0.0398686322076712,0.0943576048584306,0.0262442547443592,0.0083644019593217,14.8746897601665,0.0004091118686063,0.0009307009554325,0.0040576409700454,458,25.986430645143,22.4556893939779,76.7695526217005,469,24.1483687127869,11.9039301310044,156.198689956332,Stanford_TA551_R10C4
566204,0.0312393983651974,4.69478495717724,0.0095968753401556,0.0139526435703254,0.0371330246511948,0.008899347515312,0.0265805999531138,0.0151754187850767,0.0165270924166308,0.0051898393794232,0.0206067446498748,0.0118534229706944,0.0100202319371054,0.0394187094298855,0.010051827466126,0.0274914245087979,0.019041739736142,0.0174671324380327,0.0016567259646608,0.0031898441522365,0.0012132827901062,0.040288231503853,0.0123336180618826,0.0154439259701511,0.0197986633024291,0.0239413910066107,0.0195757950356132,0.007939130327306,0.0145862050630719,0.0033206769140258,0.0172920953626303,0.0748243874998782,0.0049889749515193,0.0347340107745535,0.0067688997857934,0.0190183287433697,0.0517702156663076,0.0160586179168125,0.288530561262067,0.0487261463545822,0.0346811583713849,0.0274432316652186,0.0200683732259363,21.6968785390714,0.0009584521383283,0.0020794273097814,0.0052739253948325,883,44.2032385891528,25.7857135096952,118.083261120685,925,33.53014342351,19.083805209513,685.315968289921,Stanford_TA551_R10C4
566205,0.0350422000866785,5.91487528301096,0.01782841187038,0.0386883086924164,0.0508154448048352,0.0047300773934919,0.0364836142553344,0.0177121440255363,0.0156465794636723,0.014680040222113,0.0147131686665479,0.0125173727872123,0.0342170560190619,0.0668018869339928,0.0207244139336561,0.0341911251633346,0.027975124406094,0.0080929678397167,0.005384744273095,0.0018162378498529,0.0015134772170374,0.0583554140124441,0.0082084531801441,0.0,0.0119578015185852,0.0228083282864245,0.0146655557102574,0.0105845449412119,0.0113765177867243,0.0019043077668652,0.0335681756371027,0.0654344968096424,0.0047732912963156,0.0392337787838901,0.0067780248184027,0.0084795132945816,0.049702359440075,0.0138550652288695,0.177119433993604,0.0296852071383575,0.0418309678702022,0.0187219405881292,0.0174285816082041,14.0531291927549,0.0007945524665238,0.0009049917163064,0.0089922950812303,559,35.810386699022,20.0636967819626,92.3259018078045,579,26.6784726981691,21.2307692307692,735.962432915921,Stanford_TA551_R10C4
566206,0.062847953752756,40.51578125,0.0208918424348732,0.0388733654318071,0.0696833378877668,0.0062611723279521,0.0132277378780207,0.0127393786010239,0.0206402514738564,0.0204548187577309,0.0187241210163482,0.023497325849576,0.0303544954096721,0.19730737539616,0.0331001506185742,0.0324630838039346,0.0133000779758328,0.0065988922495224,0.007254308523583,0.0011892560619735,0.0036977299521614,0.0335845273616499,0.0117439916244603,0.0096522213276719,0.0122748308181762,0.088364781435351,0.0220676616106388,0.0196889086657122,0.0435703770536807,0.0017972159667332,0.0765327895711365,0.0547835112894827,0.0097134686420047,0.0325305686862602,0.0125225857440688,0.0022537128925323,0.0342758865356445,0.0232972420875049,0.206954415281209,0.0684628490573211,0.0280820445445941,0.0312122689194425,0.0197817763219133,6.76575341796875,0.0004478996694087,0.0002958249151706,0.0062138106063298,250,21.1621578053783,15.0742335466937,57.4558441227157,258,17.8412411615277,23.548,509.316,Stanford_TA551_R10C4
566207,0.0,740.60702537594,0.0,0.0111307170039688,0.009418307246816,0.0093646750266518,0.0,0.001328562078676,0.0,0.0,0.0,0.0,0.0003639189467645,0.0,0.0001501427404183,0.0,0.0,0.0159629942479089,0.0022182120524073,0.0,0.0,0.0196252099335071,0.0,0.0,0.0012214056083134,0.0,0.0,0.0,0.0010261802148791,0.0003408150714671,0.0,0.001212094575033,0.0,0.0,0.0,0.0653803402319886,0.0926256610038585,0.0,0.0,0.0,0.0048293251552023,0.0,0.0,35.3362679158835,0.0012418919039848,0.0073041620111106,0.0,133,15.5168873849103,11.1068089492899,41.7989898732233,139,13.0131033750515,22.1127819548872,820.864661654136,Stanford_TA551_R10C4
566208,0.0831006969070937,13.7548466435185,0.0339097012719074,0.0417353467488556,0.0513719093248718,0.0175710675965585,0.0263491793816088,0.0176365754293777,0.0658834188405595,0.0300590152753388,0.0237978550149958,0.0092494170070976,0.0481701048869388,0.121693316502882,0.0493000478127946,0.0444520398499072,0.0177416667897469,0.0137936977269285,0.0035868181136916,0.0008511450379482,0.0079521606417297,0.0645489236325157,0.0104876907051651,0.0235171569958273,0.0162995671048576,0.102316390157641,0.0124026922145664,0.0242174190854409,0.0387109704639156,0.0029712209559489,0.0686834826348446,0.0343162323417039,0.0038220058067775,0.0251724946933154,0.0064398083608479,0.0019007812679549,0.0487773153516981,0.0760234046893933,0.30318527158584,0.0376573340562973,0.0457278989863873,0.040614678690547,0.0166251514491711,6.47120195553627,0.0004805117201657,0.0002519111206502,0.0109804180202117,324,26.1440928662047,15.9972482974327,69.0121933088198,341,20.3108250077192,25.0092592592593,327.456790123457,Stanford_TA551_R10C4
566209,0.111939924401323,12.591344172032,0.0500258804576507,0.0847617532780265,0.049564896397188,0.0087548802533904,0.0167084479481771,0.0201150376978044,0.0153085498408846,0.0358162268184267,0.039462385113265,0.0351266536974481,0.0238496741449164,0.131706638227163,0.0249934832030463,0.0653291128336808,0.0174244905358437,0.0044841130325117,0.0079296096797786,0.0039920989456562,0.0038705162682877,0.0531879284787689,0.0289478479520325,0.0039840846870001,0.0128574742743717,0.174334194917016,0.0071173417868454,0.0105332921399519,0.0498925489793785,0.0043630106469168,0.100603464254022,0.0468074766975854,0.0162759056972112,0.10478388428635,0.0107532444045593,0.0019078103441688,0.0476555321084794,0.0600557001071079,0.234028361404827,0.147652647717043,0.0415330425816274,0.0185775260377527,0.0178390956115213,8.02182788944724,0.0004619826848183,0.0004195330954676,0.0093884557663669,398,24.9534247494117,20.3493803562749,73.0121933088198,412,22.5110936829954,28.7889447236181,359.138190954774,Stanford_TA551_R10C4
566210,0.0469520673624428,7.55604905348558,0.0104281332393968,0.0239287704166858,0.0463367897241272,0.0084013598270166,0.0171748677050366,0.0121776917658779,0.0102975717162876,0.0090771448720622,0.0019710205694136,0.0018087537161279,0.0045659555101671,0.0388019082038746,0.0221756347239663,0.0236138225945809,0.0132043116086925,0.0163821315830962,0.003710085501415,0.0012235918609501,0.0019323665933559,0.030085444005261,0.0017408747491775,0.0,0.0150736581820708,0.0013458060462447,0.0054428836548307,0.010213534102231,0.0381803287635915,0.002580440078147,0.009636662205804,0.0410257482660989,0.103487263065242,0.0297663166436195,0.0052296849706607,0.0108180206555586,0.0250551448418543,0.0103792396145954,0.105628017357219,0.0178634502754271,0.0170845524901925,0.0056824955971969,0.0024680102725985,14.0013146033654,0.0007673579339797,0.0011707358062267,0.0038858278499323,416,28.4727395582654,18.7130240727306,77.3553390593274,434,23.0145095670064,29.7884615384615,771.90625,Stanford_TA551_R10C4
566211,0.0108827908100737,175.996178438347,0.0042788389555415,0.0130105334354428,0.0291387092228592,0.0031128549506866,0.0004794013036096,0.0006818721210035,0.0,0.0004593804537569,0.0011858093322622,0.0001669390571594,0.0008757714456958,0.0,0.0008730135930866,0.0,0.0005474959834468,0.0087403185998865,0.0008308903324798,0.0,0.0,0.0094447950164465,0.0,0.0,0.0067635596929203,0.0,0.0268988210826572,0.0,0.0083090327632487,0.0012186270514996,0.00060588602904,0.0372202552927844,0.0004988074431082,0.0231284437251832,0.000622192775797,0.0361760922563754,0.0610302250559737,0.0024012822496984,0.0024033684355212,0.0,0.0190465246425632,0.0025715206607421,0.0,27.3925331343157,0.0013587256757224,0.0038294643567506,0.0,369,25.3051309721316,19.1967345519128,75.0121933088198,402,21.6754559815307,33.9647696476965,813.292682926829,Stanford_TA551_R10C4
566212,0.0787625788645714,4.92702272380579,0.0513537169358469,0.100325016719514,0.0656274430929904,0.0356771797383686,0.02650274323948,0.0267421378861778,0.0794117196819408,0.0849618965022505,0.0489495804766123,0.0542277940992278,0.0212274867945116,0.155120487053286,0.0397919536934101,0.0621815905253418,0.0217922142285366,0.0414219054102971,0.0094146543974304,0.0224769806746323,0.0028430936503381,0.0816209074632167,0.011823689510572,0.0231235334256174,0.0120083131883267,0.164105673859212,0.0090730681116712,0.0201818008446266,0.0315736292728472,0.0047297002650092,0.0847932819584973,0.0927488316481664,0.0040432054759267,0.10704087099404,0.0157586823872265,0.0034697494746252,0.0507249552834482,0.0232302602539879,0.330381269678073,0.0844433605393097,0.0603796488679294,0.0655236864159851,0.0245744061810966,10.6064296493637,0.0006041798631516,0.000358026770867,0.0108248563234769,717,40.4484835155031,22.8059409373925,105.740115370178,744,30.2144461073691,33.9637377963738,641.829846582985,Stanford_TA551_R10C4
566213,0.039780150003838,3.26097616390306,0.0214340957229758,0.0273640016646273,0.0336569728944779,0.0120772641969131,0.0341134179239107,0.0188193168491533,0.0371932227351834,0.0409023118349857,0.0223087309273143,0.0176329574983912,0.0319408652514515,0.0944830617452011,0.0124230450175912,0.0385636634284206,0.0342790142413683,0.0092386900582527,0.0036902284378734,0.0034056048750966,0.0031734713722977,0.0291106613325466,0.0261615571444374,0.114869189226335,0.0276669155821508,0.0529025597026244,0.0168157558880021,0.014014184672402,0.0232569975989449,0.0052864340258158,0.0451244966512398,0.0682016273098784,0.0052397222468057,0.0411338392353423,0.0155434810721686,0.0028546512370206,0.0432975706762197,0.0220368057516693,0.35610001853149,0.0552468645856508,0.0685569929772026,0.0302779573429729,0.0188730431983233,15.4983147321429,0.0016973020592514,0.000800028820427,0.0192852904906991,1225,64.4420886729265,24.8290272810994,153.053823869162,1324,39.493270848343,50.2342857142857,576.381224489796,Stanford_TA551_R10C4
566214,0.0715306214036528,7.18678201539056,0.0230481205746252,0.033858887178976,0.0371048758688834,0.0098948425936331,0.0091992988074325,0.0147980022821854,0.0541801897537688,0.0304674861160792,0.0234212852447221,0.0364555893283368,0.0124704694668012,0.117219512103259,0.0164325377661192,0.0294866429766868,0.0268967835711852,0.0147415439222504,0.0024417641741312,0.0029232002220054,0.0018525474564578,0.0232674361622101,0.0087687518289024,0.0094528937485206,0.0095661353559906,0.050138853612566,0.0381450295644688,0.0076469579736846,0.017734166672057,0.0045561233988048,0.0297900632396262,0.0679610308281199,0.0044688571004432,0.035660955615615,0.0118586193779278,0.0019346939602049,0.0474408142143714,0.0142826044296596,0.341015314269923,0.0854743485013823,0.0709766349631915,0.0277824947768329,0.0210298781179543,7.92734392238526,0.0004489367658441,0.0002497446189806,0.0110473648788178,1133,46.1310688445297,31.4077000238749,126.811183182043,1157,37.9813165146357,40.0132391879965,194.567519858782,Stanford_TA551_R10C4
566215,0.0508581589682738,6.51852334512247,0.076347290808595,0.344026555147406,0.174045410448293,0.0064893670926756,0.0,0.0007804340886461,0.0298954426840819,0.365414163004395,0.0796505738906654,0.0280930739700221,0.024723166305507,0.433076279703635,0.0634827387619839,0.0915627271950917,0.0,0.0,0.033763679416598,0.0020488133444123,0.0002395892364803,0.059575621087659,0.0037890341778734,0.0,0.0093768166529165,0.204019399723126,0.0044375148756152,0.0117024831008438,0.0076288279228532,0.0008198958171262,0.312757272977346,0.0153991601396149,0.0,0.394003482540059,0.0395110975163912,0.002561787697109,0.0092601526427913,0.0073810485410194,0.211081655431016,0.0188460515079947,0.0588715986291455,0.0012328476356438,0.0056662790819328,3.43339084934544,0.0005345232784748,0.0001654783012093,0.0153266065004966,37,7.67016836923297,6.08700612429714,19.8994949366117,38,6.8636625175777,42.2432432432432,254.405405405405,Stanford_TA551_R10C4
566216,0.0453691379490817,236.4962484994,0.0110785402968194,0.0470914420490469,0.0323776236883028,0.0090000487628254,0.0202227751713901,0.0107278450882596,0.0659591933568175,0.0333525401372121,0.0219920872847826,0.0113214658419624,0.0106366107620527,0.0916056904104796,0.0196241055724006,0.0262666842973411,0.0212478450726576,0.0071294861307867,0.0077489142725786,0.0021445711621278,0.0029837391047084,0.0184594043178244,0.0052097774382505,0.0045621519852588,0.0052217881934267,0.109101927716062,0.0107465971617899,2.4027052964255e-05,0.0289422571826286,0.0027975916561549,0.0226383831980239,0.0333834564268077,0.0030100236247061,0.0454696455900108,0.0080757342994715,0.0034490395851638,0.0706131695842399,0.0900235400719389,0.224664416760869,0.0746477238382869,0.049530105594096,0.0371172370471199,0.0100148540522258,12.8286818633703,0.0005985644756674,0.0003497451364922,0.0130086086118971,833,34.7589818225985,30.8653977514512,108.811183182043,865,32.566985441769,43.3853541416567,91.171668667467,Stanford_TA551_R10C4
566217,0.0458942776918039,5.95897805420712,0.0205520883676478,0.0326225960695581,0.0439831888721667,0.0094828835084749,0.0250183845923092,0.0092845043704078,0.0264506481487232,0.0108648676946696,0.0236383481864341,0.0004905335531846,0.0017962941544982,0.0708790032871155,0.0169538436073819,0.0594948607750121,0.0359993742707576,0.0224477647645353,0.003435674884458,0.0033766985038632,0.0030836391931188,0.0271840714448998,0.002778434390463,0.0089948616146674,0.0191699710092884,0.0194851544682139,0.0052207547378613,0.0336287745753326,0.050638306512206,0.0022934238655733,0.0160112780437771,0.0504406149340682,0.0041965404495898,0.0335442921309021,0.0133505832116985,0.0075585031972348,0.05261502682584,0.019792684366257,0.319516017800127,0.0874073348874607,0.0383160191759661,0.0381124806780541,0.0203071374863442,7.4062262970267,0.0003618301890042,0.0009188287466475,0.003791770176744,309,22.2752746611167,17.7729863032295,63.698484809835,319,19.8350956469377,45.9190938511327,472.721682847896,Stanford_TA551_R10C4
566218,0.0657763047961474,8.53925254287457,0.0499762942154725,0.0355413983032165,0.0592882873073862,0.02450653727827,0.0212063180874263,0.0254297273947672,0.0619786873945517,0.0580543656490235,0.019012755622747,0.046737065533303,0.0259674917494171,0.145392744673513,0.0268610689238486,0.0611929437342881,0.0391049835220287,0.072985905417421,0.0062007560696864,0.0233762785492705,0.001573881859092,0.0687799161120883,0.0111639608447338,0.019528722436785,0.0159104289198304,0.0806770713490436,0.0063660619535006,0.0386668412332889,0.0327277353077266,0.0134601431198927,0.0437158961424695,0.0361629604818057,0.0031783751355086,0.0469618555100012,0.0101123067461961,0.0026446584992786,0.056921914031667,0.0187907571370501,0.330976909518671,0.133109838250401,0.0670886996830425,0.101001642349592,0.019555713647863,11.231714399756,0.0004795619321882,0.0003846895407316,0.0212242493362094,871,39.7271332501501,28.2606259879492,111.154328932551,897,33.3015261431714,48.4006888633754,496.98392652124,Stanford_TA551_R10C4
